m,lambda,model
2.71729601619468,8.93585941700619,NL3
2.72554659703778,8.4451144310409,NL3
2.73297158725694,7.99995849990212,NL3
2.73962525970756,7.59501770555134,NL3
2.74555825074664,7.22567136195076,NL3
2.75081766382243,6.88793998130581,NL3
2.75544757739944,6.5783685674875,NL3
2.7594891219024,6.29395273762929,NL3
2.76298056558266,6.0320795088232,NL3
2.76595771757651,5.79045571682674,NL3
2.76845393163987,5.56707371374689,NL3
2.77050038524839,5.36016296381722,NL3
2.77212615105335,5.16816455269121,NL3
2.77335843661566,4.9896927296178,NL3
2.7742226199685,4.82352248502334,NL3
2.77474243718393,4.66856161620769,NL3
2.77494007756294,4.52383825605445,NL3
0.804663058342173,9917.98863981041,SLY9
0.840192696223169,7960.83499899471,SLY9
0.875622630758741,6437.03961801313,SLY9
0.91089376319126,5241.54022352795,SLY9
0.945949717888775,4296.75884283206,SLY9
0.980740228674905,3544.85976082401,SLY9
1.01521599881967,2942.48565115556,SLY9
1.04933387643847,2456.79742018504,SLY9
1.08305349667802,2062.79126907404,SLY9
1.11633840481208,1741.2806161683,SLY9
1.14915529291096,1477.45013887678,SLY9
1.18147275425812,1259.79209658292,SLY9
1.21326661122077,1079.28134882951,SLY9
1.24451113680095,928.843242183909,SLY9
1.27518720578247,802.862061355858,SLY9
1.30527594371482,696.880477652003,SLY9
1.33476149817495,607.331084848448,SLY9
1.36363274658198,531.339956741786,SLY9
1.39187744807559,466.594337154639,SLY9
1.41948805721145,411.210945665625,SLY9
1.44645868858152,363.655359567394,SLY9
1.47278406005047,322.672980800748,SLY9
1.49846140928643,287.230575511988,SLY9
1.52349085130233,256.473382339971,SLY9
1.54787160572154,229.695559262666,SLY9
1.57160582846111,206.307799457688,SLY9
1.59469590651624,185.818764058598,SLY9
1.61714728834393,167.814937402155,SLY9
1.63896434505829,151.950075347941,SLY9
1.66015252961923,137.931684094279,SLY9
1.68072011250143,125.510839416909,SLY9
1.70067351488138,114.477573528538,SLY9
1.72002147665588,104.652017686318,SLY9
1.73877315929411,95.8805500117837,SLY9
1.75693742311395,88.0318441971908,SLY9
1.77452463043503,80.9925593460059,SLY9
1.79154418488013,74.6655283070133,SLY9
1.80800754358285,68.96614792734,SLY9
1.82392477567501,63.8216773928158,SLY9
1.83930698615044,59.1686724592273,SLY9
1.85416546341224,54.9518789348608,SLY9
1.86851165604885,51.1230868512303,SLY9
1.8823564485388,47.6402817301109,SLY9
1.89571129165284,44.4665008038984,SLY9
1.90858782020844,41.5692338695793,SLY9
1.92099753491486,38.9198895692574,SLY9
1.93295168357751,36.4932859885344,SLY9
1.94446129410366,34.2671946979502,SLY9
1.95553767257029,32.2218528144898,SLY9
1.96619223915633,30.3396927582823,SLY9
1.97643589088484,28.6051623311622,SLY9
1.98627970125849,27.004361218368,SLY9
1.99573424672081,25.5249433913687,SLY9
2.00480977422432,24.1558985134144,SLY9
2.01351699330015,22.8872779984557,SLY9
2.02186643689689,21.7101633287372,SLY9
2.02986793212039,20.6166147473822,SLY9
2.03753114165006,19.5994869653578,SLY9
2.04486573261702,18.6523174673462,SLY9
2.05188152073131,17.7692333826594,SLY9
2.05858779469485,16.9449669800485,SLY9
2.06499338009593,16.1747837239943,SLY9
2.07110716454176,15.4543630689495,SLY9
2.07693820961147,14.7797409432945,SLY9
2.08249465136804,14.1473988431973,SLY9
2.08778464753875,13.5541085107595,SLY9
2.09281666201227,12.9968764125125,SLY9
2.09759831775977,12.4730400465151,SLY9
2.10213715441102,11.9801568407504,SLY9
2.10644108560403,11.5159334772385,SLY9
2.11051701899602,11.0783543915063,SLY9
2.11437195619082,10.6655451569041,SLY9
2.11801324169452,10.2757299658004,SLY9
2.12144709721038,9.90737517909991,SLY9
2.12468034344752,9.5589904960006,SLY9
2.12771931499297,9.22923466409055,SLY9
2.13056986571398,8.91690578768535,SLY9
2.13323844733169,8.62081384015824,SLY9
2.13573045423381,8.33995370449849,SLY9
2.13805180364218,8.07332371989056,SLY9
2.14020789218826,7.82003523169091,SLY9
2.14220392867961,7.57927116446503,SLY9
2.14404534452719,7.35022990899866,SLY9
2.14573683977629,7.13223713318082,SLY9
2.14728364080467,6.9245846943312,SLY9
2.14869015430194,6.72669860887189,SLY9
2.14996121101129,6.53797197140931,SLY9
2.15110104748652,6.35790356416296,SLY9
2.15211416572641,6.18596768793449,SLY9
2.15300459956711,6.02172725810406,SLY9
2.15377645737605,5.86474326713706,SLY9
2.15443365131452,5.71461864515539,SLY9
2.15498006923989,5.57095943508941,SLY9
2.15541934121449,5.43342992339407,SLY9
2.15575506098309,5.30170038041139,SLY9
2.15599070216751,5.17546668608604,SLY9
2.15612965463182,5.05442505716938,SLY9
2.15617515435452,4.9383220950337,SLY9
0.820617830010859,20427.3297101664,TM1
0.866400000598302,15462.2645137274,TM1
0.912061284886059,11837.9482606471,TM1
0.95750777484042,9160.49471375375,TM1
1.00264550542094,7160.42565893974,TM1
1.04738135827091,5650.77454618439,TM1
1.09162415009381,4500.13245206299,TM1
1.13528612999012,3615.0204068388,TM1
1.17828261557665,2928.22249398401,TM1
1.22053448287934,2390.88020519642,TM1
1.26196756646584,1967.15049019868,TM1
1.30251463566688,1630.48576093659,TM1
1.34211483181406,1361.06286356791,TM1
1.38071465592171,1143.95511244808,TM1
1.41826823356655,967.836227182715,TM1
1.45473723967864,824.049647895111,TM1
1.49009093994862,705.932609544366,TM1
1.52430583100027,608.323120869722,TM1
1.55736578743739,527.195175635074,TM1
1.58926098551053,459.390964391376,TM1
1.61998818813366,402.417500677752,TM1
1.64954978121794,354.296226549899,TM1
1.67795320345112,313.44820340758,TM1
1.70521078164416,278.606169239285,TM1
1.73133877221321,248.748246384645,TM1
1.75635700364943,223.046093074361,TM1
1.78028831897555,200.825026748325,TM1
1.80315804076703,181.532969800004,TM1
1.82499366244349,164.715984221541,TM1
1.8458242402065,149.999306895505,TM1
1.86567992729333,137.072249596191,TM1
1.88459204599978,125.675924329607,TM1
1.90259234450375,115.593968163774,TM1
1.91971280071026,106.644804927759,TM1
1.9359854145711,98.6754544171671,TM1
1.95144276046944,91.5562141427317,TM1
1.96611605515253,85.1774547311712,TM1
1.98003639691966,79.4456471750024,TM1
1.99323464015531,74.2807256421231,TM1
2.00574081676911,69.6140915756923,TM1
2.01758391720933,65.386832076211,TM1
2.02879266096278,61.5479250303034,TM1
2.03939446561388,58.0533521120778,TM1
2.04941559624026,54.8649807776517,TM1
2.05888227340217,51.9493500925652,TM1
2.06781899529968,49.2774824576017,TM1
2.07624972751852,46.8238989243494,TM1
2.08419735625568,44.5662806053027,TM1
2.09168394077922,42.4849660458676,TM1
2.09873045077109,40.5626624807651,TM1
2.10535708999379,38.7840505019148,TM1
2.1115833407171,37.1355172379048,TM1
2.11742761427935,35.6050294188838,TM1
2.12290755034216,34.181865790121,TM1
2.1280401876669,32.8564152976352,TM1
2.13284155547098,31.6201471414081,TM1
2.13732703118349,30.4654015560969,TM1
2.14151134594672,29.3852897496791,TM1
2.14540852369666,28.3736243400494,TM1
2.14903191989596,27.4248358503819,TM1
2.15239424645203,26.5339040533465,TM1
2.15550767134713,25.6962777485326,TM1
2.15838377856116,24.9078384844799,TM1
2.16103353362708,24.1648708903759,TM1
2.1634675385134,23.4639577014942,TM1
2.16569568877448,22.8020474799207,TM1
2.16772762981067,22.1762978357895,TM1
2.16957241130808,21.5841544021042,TM1
2.17123870079061,21.0232699223489,TM1
2.17273473679783,20.491502910978,TM1
2.17406840680885,19.986877778861,TM1
2.17524719079786,19.5075969919526,TM1
2.1762782200721,19.0519980810067,TM1
2.1771683262229,18.6185530050029,TM1
2.17792399466274,18.2058534469289,TM1
2.1785514000251,17.812609056885,TM1
2.17905645066452,17.437616396597,TM1
2.17944476707264,17.0797707033191,TM1
2.17972171828808,16.738042383091,TM1
2.17989241408892,16.4114916987922,TM1
2.17996174336074,16.0992236298411,TM1
